provincianombre,provincia,maxabs,minabs,brecha_sc,count.sc,municipio,zona,show
Madrid,28,33.4,30.2,3.2,3,Camarma de Esteruelas,m28032,dontshow
Tarragona,43,34.7,31.5,3.2,2,Santa Coloma de Queralt,m43139,dontshow
Valladolid,47,37.9,34.7,3.2,2,Santovenia de Pisuerga,m47155,dontshow
Badajoz,6,20.4,17.3,3.1,3,Arroyo de San Serván,m6012,dontshow
Badajoz,6,20.9,17.8,3.1,4,Fregenal de la Sierra,m6050,dontshow
Toledo,45,21.9,18.8,3.1,4,Yepes,m45202,dontshow
"La Rioja",26,23.2,20.1,3.1,2,Quel,m26120,dontshow
Sevilla,41,24.7,21.6,3.1,2,"Rubio, El",m41084,dontshow
Cáceres,10,26.5,23.4,3.1,2,Cabezuela del Valle,m10035,dontshow
Ourense,32,26.5,23.4,3.1,2,"Irixo, O",m32035,dontshow
Sevilla,41,28.4,25.3,3.1,2,"Lantejuela, La",m41052,dontshow
Girona,17,30.5,27.4,3.1,2,Vilablareix,m17215,dontshow
Palencia,34,30.5,27.4,3.1,2,Osorno la Mayor,m34901,dontshow
Burgos,9,31.1,28,3.1,2,Belorado,m9048,dontshow
Asturias,33,32.4,29.3,3.1,2,Teverga,m33072,dontshow
Ciudad Real,13,32.5,29.4,3.1,4,Argamasilla de Calatrava,m13020,dontshow
Zaragoza,50,33,29.9,3.1,2,Borja,m50055,dontshow
Tarragona,43,34.8,31.7,3.1,3,Ulldecona,m43156,dontshow
Huelva,21,35.3,32.2,3.1,4,Rociana del Condado,m21061,dontshow
Lleida,25,36.3,33.2,3.1,2,Torrefarrera,m25228,dontshow
"La Rioja",26,37.8,34.7,3.1,4,Villamediana de Iregua,m26168,dontshow
Cáceres,10,15.3,12.3,3,2,Madrigalejo,m10112,dontshow
Albacete,2,17.4,14.4,3,2,Alpera,m2010,dontshow
Cantabria,39,17.5,14.5,3,2,Penagos,m39048,dontshow
Valencia,46,18.4,15.4,3,3,Benigánim,m46062,dontshow
Alicante,3,19.2,16.2,3,3,Biar,m3043,dontshow
Sevilla,41,19.9,16.9,3,4,"Saucejo, El",m41090,dontshow
Zamora,49,20.6,17.6,3,2,Fermoselle,m49065,dontshow
Cáceres,10,22,19,3,2,Cañamero,m10044,dontshow
Ourense,32,22.2,19.2,3,2,Castrelo de Miño,m32022,dontshow
Sevilla,41,24.1,21.1,3,2,Aguadulce,m41001,dontshow
Valencia,46,26.3,23.3,3,2,Simat de la Valldigna,m46231,dontshow
Sevilla,41,28,25,3,4,"Campana, La",m41022,dontshow
Barcelona,8,28.9,25.9,3,2,Calaf,m8031,dontshow
"A Coruña",15,30.9,27.9,3,3,Cabanas,m15015,dontshow
Cádiz,11,32.2,29.2,3,4,Alcalá de los Gazules,m11001,dontshow
"Illes Balears,",7,33.2,30.2,3,3,Consell,m7016,dontshow
Lleida,25,33.4,30.4,3,2,Linyola,m25122,dontshow
Lleida,25,35.1,32.1,3,2,"Pobla de Segur, La",m25171,dontshow
Girona,17,36.6,33.6,3,3,Sant Hilari Sacalm,m17164,dontshow
Gipuzkoa,20,37.8,34.8,3,3,Villabona,m20075,dontshow
Gipuzcoa,20,37.8,34.8,3,3,Villabona,m20075,dontshow
Toledo,45,17.1,14.2,2.9,2,Villatobas,m45198,dontshow
Sevilla,41,17.8,14.9,2.9,5,Herrera,m41050,dontshow
Ciudad Real,13,18.6,15.7,2.9,2,Castellar de Santiago,m13033,dontshow
Lugo,27,19.5,16.6,2.9,2,Lourenzá,m27027,dontshow
Toledo,45,19.8,16.9,2.9,4,"Puebla de Almoradiel, La",m45135,dontshow
Valencia,46,20.1,17.2,2.9,3,Bocairent,m46072,dontshow
Badajoz,6,20.7,17.8,2.9,3,Zalamea de la Serena,m6160,dontshow
Badajoz,6,21.4,18.5,2.9,2,Siruela,m6125,dontshow
Sevilla,41,23.4,20.5,2.9,8,Estepa,m41041,dontshow
Pontevedra,36,23.7,20.8,2.9,2,Fornelos de Montes,m36019,dontshow
Ourense,32,24.1,21.2,2.9,2,Amoeiro,m32002,dontshow
Almería,4,25.4,22.5,2.9,2,Canjáyar,m4030,dontshow
Toledo,45,25.8,22.9,2.9,7,Quintanar de la Orden,m45142,dontshow
Cáceres,10,26.1,23.2,2.9,2,Zorita,m10219,dontshow
Córdoba,14,27.3,24.4,2.9,4,Doña Mencía,m14022,dontshow
Cáceres,10,27.7,24.8,2.9,3,Torrejoncillo,m10189,dontshow
Ourense,32,28,25.1,2.9,3,Toén,m32081,dontshow
Cádiz,11,28.4,25.5,2.9,3,Paterna de Rivera,m11025,dontshow
Toledo,45,28.8,25.9,2.9,2,Valmojado,m45180,dontshow
Zaragoza,50,29,26.1,2.9,2,Sádaba,m50230,dontshow
Granada,18,29.9,27,2.9,2,Zújar,m18194,dontshow
Ávila,5,30.2,27.3,2.9,5,Arenas de San Pedro,m5014,dontshow
Huesca,22,33.8,30.9,2.9,3,Graus,m22117,dontshow
Zaragoza,50,33.8,30.9,2.9,2,Cadrete,m50066,dontshow
Bizkaia,48,36,33.1,2.9,3,Gorliz,m48043,dontshow
Toledo,45,36.1,33.2,2.9,2,"Ventas de Retamosa, Las",m45183,dontshow
Toledo,45,36.4,33.5,2.9,2,Numancia de la Sagra,m45119,dontshow
"A Coruña",15,13.3,10.5,2.8,2,Sobrado,m15080,dontshow
Jaén,23,14.4,11.6,2.8,2,Begíjar,m23014,dontshow
Jaén,23,17.1,14.3,2.8,3,Torreblascopedro,m23085,dontshow
"A Coruña",15,18.8,16,2.8,2,Santiso,m15079,dontshow
Valencia,46,19.5,16.7,2.8,2,Albuixech,m46014,dontshow
Cádiz,11,21.9,19.1,2.8,2,Grazalema,m11019,dontshow
Valencia,46,22.5,19.7,2.8,2,Chelva,m46106,dontshow
Córdoba,14,24.1,21.3,2.8,3,Montalbán de Córdoba,m14040,dontshow
Soria,42,25,22.2,2.8,2,Ágreda,m42004,dontshow
Ávila,5,25.7,22.9,2.8,2,Piedrahíta,m5186,dontshow
Lugo,27,26.7,23.9,2.8,2,Pantón,m27041,dontshow
Cáceres,10,28.1,25.3,2.8,3,Hervás,m10096,dontshow
Castellón,12,28.9,26.1,2.8,2,Villafranca del Cid/Vilafranca,m12129,dontshow
Huelva,21,30.2,27.4,2.8,2,San Bartolomé de la Torre,m21063,dontshow
Asturias,33,30.3,27.5,2.8,2,Bimenes,m33006,dontshow
Huelva,21,35.1,32.3,2.8,2,"Cerro de Andévalo, El",m21023,dontshow
Bizkaia,48,36.3,33.5,2.8,4,Berriz,m48019,dontshow
Jaén,23,11.8,9.1,2.7,2,Noalejo,m23064,dontshow
Córdoba,14,12.1,9.4,2.7,2,Palenciana,m14048,dontshow
Cádiz,11,15.2,12.5,2.7,4,Alcalá del Valle,m11002,dontshow
Badajoz,6,19.2,16.5,2.7,2,Alconchel,m6007,dontshow
Córdoba,14,19.6,16.9,2.7,2,Villaralto,m14072,dontshow
Jaén,23,20.8,18.1,2.7,4,Huelma,m23044,dontshow
Valencia,46,21.8,19.1,2.7,3,Albalat dels Sorells,m46009,dontshow
Cáceres,10,23.4,20.7,2.7,2,Guadalupe,m10087,dontshow
Sevilla,41,24.9,22.2,2.7,3,Guadalcanal,m41048,dontshow
Ávila,5,27.8,25.1,2.7,2,"Barco de Ávila, El",m5021,dontshow
Guadalajara,19,29.2,26.5,2.7,2,Yunquera de Henares,m19331,dontshow
Cáceres,10,30.4,27.7,2.7,2,Valverde del Fresno,m10205,dontshow
Barcelona,8,30.9,28.2,2.7,2,Sant Quirze de Besora,m8237,dontshow
Barcelona,8,47.2,44.5,2.7,2,Olivella,m8148,dontshow
Albacete,2,14.7,12.1,2.6,2,Valdeganga,m2075,dontshow
Toledo,45,15.5,12.9,2.6,2,"Guardia, La",m45071,dontshow
Ciudad Real,13,16,13.4,2.6,3,Villanueva de la Fuente,m13092,dontshow
Palencia,34,17.4,14.8,2.6,2,Paredes de Nava,m34123,dontshow
Málaga,29,17.5,14.9,2.6,2,Alozaina,m29013,dontshow
Almería,4,19.6,17,2.6,4,Macael,m4062,dontshow
Cáceres,10,20.6,18,2.6,2,Zarza la Mayor,m10218,dontshow
Badajoz,6,23.7,21.1,2.6,2,Higuera de Vargas,m6066,dontshow
Cáceres,10,25.8,23.2,2.6,3,Malpartida de Plasencia,m10116,dontshow
Huelva,21,27,24.4,2.6,2,Puebla de Guzmán,m21058,dontshow
Palencia,34,27.1,24.5,2.6,3,Cervera de Pisuerga,m34056,dontshow
Palencia,34,30.1,27.5,2.6,2,Dueñas,m34069,dontshow
Madrid,28,30.3,27.7,2.6,3,Moraleja de Enmedio,m28089,dontshow
Navarra,31,31.7,29.1,2.6,2,Murchante,m31176,dontshow
Segovia,40,31.8,29.2,2.6,3,Cantalejo,m40040,dontshow
Navarra,31,31.9,29.3,2.6,3,Lodosa,m31157,dontshow
Madrid,28,40.1,37.5,2.6,3,Nuevo Baztán,m28100,dontshow
Toledo,45,12.4,9.9,2.5,2,Huerta de Valdecarábanos,m45078,dontshow
Sevilla,41,17.8,15.3,2.5,2,"Navas de la Concepción, Las",m41066,dontshow
Badajoz,6,19,16.5,2.5,4,Calamonte,m6025,dontshow
Cáceres,10,23.2,20.7,2.5,2,Ceclavín,m10061,dontshow
Jaén,23,24,21.5,2.5,2,"Iruela, La",m23047,dontshow
Toledo,45,25.2,22.7,2.5,2,Cobisa,m45052,dontshow
Lleida,25,26.4,23.9,2.5,2,Ponts,m25172,dontshow
Santa Cruz de Tenerife,38,27.3,24.8,2.5,4,Buenavista del Norte,m38010,dontshow
Toledo,45,27.7,25.2,2.5,2,Alameda de la Sagra,m45002,dontshow
Navarra,31,34,31.5,2.5,3,Bera,m31250,dontshow
Almería,4,34.4,31.9,2.5,5,"Mojonera, La",m4903,dontshow
Barcelona,8,38.1,35.6,2.5,3,Navarcles,m8140,dontshow
Jaén,23,13,10.6,2.4,2,Frailes,m23033,dontshow
Ciudad Real,13,13.5,11.1,2.4,2,Montiel,m13057,dontshow
"Illes Balears,",7,13.7,11.3,2.4,2,Petra,m7041,dontshow
Navarra,31,18.7,16.3,2.4,2,Funes,m31107,dontshow
Granada,18,20.6,18.2,2.4,2,Lecrín,m18119,dontshow
Alicante,3,22.3,19.9,2.4,3,Bigastro,m3044,dontshow
Valencia,46,25,22.6,2.4,2,Manuel,m46160,dontshow
Zaragoza,50,30.3,27.9,2.4,2,Mequinenza,m50165,dontshow
Madrid,28,30.4,28,2.4,5,Moralzarzal,m28090,dontshow
Zaragoza,50,30.6,28.2,2.4,2,Pina de Ebro,m50208,dontshow
Granada,18,31.6,29.2,2.4,2,Benalúa,m18027,dontshow
Granada,18,31.9,29.5,2.4,2,Villanueva Mesía,m18188,dontshow
Tarragona,43,37.2,34.8,2.4,3,Móra d'Ebre,m43093,dontshow
Tarragona,43,37.4,35,2.4,2,"Arboç, L'",m43016,dontshow
Toledo,45,37.5,35.1,2.4,2,Magán,m45088,dontshow
Ciudad Real,13,14,11.7,2.3,2,Abenójar,m13001,dontshow
Badajoz,6,15.3,13,2.3,2,"Coronada, La",m6039,dontshow
Cantabria,39,15.4,13.1,2.3,2,Noja,m39047,dontshow
Jaén,23,15.8,13.5,2.3,2,Lahiguera,m23040,dontshow
Valencia,46,19.6,17.3,2.3,2,Vinalesa,m46260,dontshow
Córdoba,14,20.1,17.8,2.3,2,Encinas Reales,m14024,dontshow
Cantabria,39,21.1,18.8,2.3,2,Arnuero,m39006,dontshow
Toledo,45,21.5,19.2,2.3,2,Camuñas,m45034,dontshow
Cantabria,39,24.5,22.2,2.3,2,Voto,m39102,dontshow
Badajoz,6,24.8,22.5,2.3,3,Berlanga,m6019,dontshow
Cáceres,10,25.6,23.3,2.3,2,Madrigal de la Vera,m10111,dontshow
"A Coruña",15,25.6,23.3,2.3,4,Tordoia,m15084,dontshow
Granada,18,26,23.7,2.3,2,Montejícar,m18136,dontshow
Málaga,29,26,23.7,2.3,2,Yunquera,m29100,dontshow
Navarra,31,27.2,24.9,2.3,2,Azagra,m31042,dontshow
Ciudad Real,13,29.5,27.2,2.3,5,Villanueva de los Infantes,m13093,dontshow
Sevilla,41,31.2,28.9,2.3,2,Huévar del Aljarafe,m41051,dontshow
"Illes Balears,",7,33.5,31.2,2.3,3,Bunyola,m7010,dontshow
Toledo,45,11.8,9.6,2.2,2,"Ventas con Peña Aguilera, Las",m45182,dontshow
Córdoba,14,11.9,9.7,2.2,2,Dos Torres,m14023,dontshow
Valladolid,47,16.9,14.7,2.2,2,Alaejos,m47004,dontshow
Cádiz,11,17.3,15.1,2.2,2,Setenil de las Bodegas,m11034,dontshow
Sevilla,41,20,17.8,2.2,2,"Real de la Jara, El",m41080,dontshow
Cádiz,11,21.7,19.5,2.2,3,Espera,m11017,dontshow
"A Coruña",15,21.9,19.7,2.2,4,Mesía,m15047,dontshow
Granada,18,21.9,19.7,2.2,2,Cuevas del Campo,m18912,dontshow
Valencia,46,22.6,20.4,2.2,2,Bonrepòs i Mirambell,m46074,dontshow
Castellón,12,24,21.8,2.2,3,Alquerías del Niño Perdido,m12901,dontshow
Cantabria,39,24.1,21.9,2.2,2,Ribamontán al Monte,m39062,dontshow
"A Coruña",15,24.3,22.1,2.2,3,Monfero,m15050,dontshow
Toledo,45,24.9,22.7,2.2,2,San Pablo de los Montes,m45153,dontshow
Badajoz,6,25,22.8,2.2,2,Oliva de Mérida,m6094,dontshow
León,24,26.4,24.2,2.2,3,Valencia de Don Juan,m24188,dontshow
Palencia,34,27,24.8,2.2,2,Barruelo de Santullán,m34027,dontshow
Lleida,25,31.4,29.2,2.2,2,Arbeca,m25029,dontshow
Guadalajara,19,31.8,29.6,2.2,2,Brihuega,m19053,dontshow
Tarragona,43,37.3,35.1,2.2,2,Santa Bàrbara,m43138,dontshow
Barcelona,8,40.6,38.4,2.2,3,Gelida,m8091,dontshow
Toledo,45,18.2,16.1,2.1,2,Lillo,m45084,dontshow
Valencia,46,18.9,16.8,2.1,2,Albalat de la Ribera,m46008,dontshow
Córdoba,14,20.4,18.3,2.1,2,Villanueva del Duque,m14070,dontshow
Jaén,23,20.4,18.3,2.1,3,Castellar,m23025,dontshow
Ourense,32,21.8,19.7,2.1,2,Cenlle,m32025,dontshow
Cantabria,39,22.2,20.1,2.1,2,Val de San Vicente,m39095,dontshow
Santa Cruz de Tenerife,38,22.4,20.3,2.1,2,Puntallana,m38030,dontshow
Barcelona,8,24.4,22.3,2.1,2,Prats de Lluçanès,m8171,dontshow
Valencia,46,24.4,22.3,2.1,2,Alfara del Patriarca,m46025,dontshow
Córdoba,14,24.6,22.5,2.1,3,Montemayor,m14041,dontshow
"A Coruña",15,24.9,22.8,2.1,3,Curtis,m15032,dontshow
Ávila,5,31.9,29.8,2.1,6,Arévalo,m5016,dontshow
Sevilla,41,32.1,30,2.1,5,"Cuervo de Sevilla, El",m41903,dontshow
Álava,1,33.1,31,2.1,2,Alegría-Dulantzi,m1001,dontshow
Gipuzkoa,20,36.6,34.5,2.1,3,Ibarra,m20042,dontshow
Gipuzcoa,20,36.6,34.5,2.1,3,Ibarra,m20042,dontshow
Zaragoza,50,36.7,34.6,2.1,2,María de Huerva,m50163,dontshow
Lleida,25,37.5,35.4,2.1,2,Alguaire,m25016,dontshow
Lleida,25,38.2,36.1,2.1,2,"Pont de Suert, El",m25173,dontshow
Granada,18,40.2,38.1,2.1,3,Cúllar Vega,m18057,dontshow
Cantabria,39,14.9,12.9,2,2,San Felices de Buelna,m39069,dontshow
Málaga,29,15.7,13.7,2,2,Benamocarra,m29027,dontshow
Córdoba,14,16.4,14.4,2,2,Torrecampo,m14062,dontshow
Badajoz,6,17.7,15.7,2,3,Barcarrota,m6016,dontshow
Toledo,45,19.1,17.1,2,2,Polán,m45133,dontshow
Navarra,31,20.5,18.5,2,2,Fustiñana,m31108,dontshow
Albacete,2,21.4,19.4,2,2,Ossa de Montiel,m2057,dontshow
Jaén,23,21.9,19.9,2,2,Fuensanta de Martos,m23034,dontshow
Valencia,46,23.2,21.2,2,2,Villar del Arzobispo,m46258,dontshow
Toledo,45,24.5,22.5,2,3,Nambroca,m45107,dontshow
Lleida,25,25,23,2,2,Ivars d'Urgell,m25113,dontshow
Cantabria,39,26.2,24.2,2,3,Ampuero,m39002,dontshow
Soria,42,26.3,24.3,2,2,Arcos de Jalón,m42025,dontshow
Lleida,25,26.4,24.4,2,2,Torregrossa,m25230,dontshow
Málaga,29,26.8,24.8,2,2,Cómpeta,m29045,dontshow
Toledo,45,28.6,26.6,2,3,Mocejón,m45102,dontshow
Toledo,45,29.6,27.6,2,2,Yuncler,m45203,dontshow
Toledo,45,34.4,32.4,2,2,Méntrida,m45099,dontshow
Ciudad Real,13,13.9,12,1.9,2,Aldea del Rey,m13009,dontshow
Valencia,46,15.7,13.8,1.9,2,Navarrés,m46179,dontshow
Albacete,2,16.5,14.6,1.9,2,Pozo Cañada,m2901,dontshow
Valencia,46,17.2,15.3,1.9,3,"Pobla Llarga, la",m46203,dontshow
Ciudad Real,13,18.2,16.3,1.9,2,Alcolea de Calatrava,m13007,dontshow
Valencia,46,18.3,16.4,1.9,2,Quatretonda,m46104,dontshow
Granada,18,20.3,18.4,1.9,3,Güejar Sierra,m18094,dontshow
Cádiz,11,20.4,18.5,1.9,2,Castellar de la Frontera,m11013,dontshow
Badajoz,6,21.7,19.8,1.9,2,Usagre,m6136,dontshow
Badajoz,6,23.2,21.3,1.9,2,NA,m6903,dontshow
Ourense,32,24.7,22.8,1.9,3,Coles,m32026,dontshow
"Illes Balears,",7,26.5,24.6,1.9,2,Sineu,m7060,dontshow
León,24,26.5,24.6,1.9,4,Cacabelos,m24030,dontshow
Asturias,33,30.4,28.5,1.9,2,Riosa,m33058,dontshow
Huesca,22,30.6,28.7,1.9,2,Almudévar,m22021,dontshow
Girona,17,32,30.1,1.9,2,"Cellera de Ter, La",m17189,dontshow
Cádiz,11,37.3,35.4,1.9,4,Algodonales,m11005,dontshow
Zaragoza,50,39.2,37.3,1.9,3,"Muela, La",m50182,dontshow
Castellón,12,14.6,12.8,1.8,2,Sant Mateu,m12100,dontshow
Cantabria,39,17.2,15.4,1.8,2,Liérganes,m39037,dontshow
Tarragona,43,18.3,16.5,1.8,2,Batea,m43022,dontshow
Guadalajara,19,21.1,19.3,1.8,2,Mondéjar,m19192,dontshow
Jaén,23,22.7,20.9,1.8,3,Pegalajar,m23067,dontshow
Córdoba,14,22.9,21.1,1.8,2,Carcabuey,m14015,dontshow
Barcelona,8,23,21.2,1.8,2,"Pobla de Lillet, La",m8166,dontshow
Sevilla,41,24.4,22.6,1.8,3,"Luisiana, La",m41056,dontshow
León,24,25.1,23.3,1.8,2,Carracedelo,m24038,dontshow
Navarra,31,26.9,25.1,1.8,2,Olite/Erriberri,m31191,dontshow
Zaragoza,50,27,25.2,1.8,2,Maella,m50152,dontshow
Granada,18,27.4,25.6,1.8,3,Fuente Vaqueros,m18079,dontshow
Cáceres,10,28.6,26.8,1.8,4,Talayuela,m10180,dontshow
Navarra,31,28.9,27.1,1.8,2,Etxarri-Aranatz,m31084,dontshow
Badajoz,6,33.3,31.5,1.8,3,Higuera la Real,m6067,dontshow
Pontevedra,36,33.8,32,1.8,2,Campo Lameiro,m36007,dontshow
Salamanca,37,33.8,32,1.8,3,Guijuelo,m37156,dontshow
Tarragona,43,38.4,36.6,1.8,2,"Pobla de Mafumet, La",m43109,dontshow
Barcelona,8,38.5,36.7,1.8,2,"Papiol, El",m8158,dontshow
Córdoba,14,10.3,8.6,1.7,2,Añora,m14006,dontshow
Jaén,23,13.2,11.5,1.7,2,Cárcheles,m23901,dontshow
Toledo,45,17.8,16.1,1.7,2,Velada,m45181,dontshow
Sevilla,41,19,17.3,1.7,2,Gilena,m41046,dontshow
Jaén,23,19.8,18.1,1.7,2,Guarromán,m23039,dontshow
Navarra,31,21.4,19.7,1.7,2,Puente la Reina/Gares,m31206,dontshow
Málaga,29,21.8,20.1,1.7,2,Villanueva de Algaidas,m29095,dontshow
Badajoz,6,22.2,20.5,1.7,2,Medellín,m6080,dontshow
"Illes Balears,",7,22.2,20.5,1.7,2,Campanet,m7012,dontshow
León,24,24.5,22.8,1.7,2,Sahagún,m24139,dontshow
Ourense,32,26.6,24.9,1.7,2,Nogueira de Ramuín,m32052,dontshow
Navarra,31,28.5,26.8,1.7,2,Aoiz/Agoitz,m31019,dontshow
"A Coruña",15,29.7,28,1.7,5,Fisterra,m15037,dontshow
Zaragoza,50,32.8,31.1,1.7,2,San Mateo de Gállego,m50235,dontshow
Zaragoza,50,33.4,31.7,1.7,2,Illueca,m50126,dontshow
"A Coruña",15,34.1,32.4,1.7,3,Lousame,m15042,dontshow
Barcelona,8,40.1,38.4,1.7,2,Canyelles,m8043,dontshow
Sevilla,41,50.6,48.9,1.7,2,"Molares, Los",m41063,dontshow
Segovia,40,14.7,13.1,1.6,2,Coca,m40057,dontshow
Badajoz,6,15.1,13.5,1.6,4,Quintana de la Serena,m6109,dontshow
Murcia,30,15.5,13.9,1.6,2,Campos del Río,m30014,dontshow
Sevilla,41,15.9,14.3,1.6,3,"Roda de Andalucía, La",m41082,dontshow
Valencia,46,16,14.4,1.6,2,"Font de la Figuera, la",m46128,dontshow
Toledo,45,18.2,16.6,1.6,2,Oropesa,m45125,dontshow
Pontevedra,36,18.6,17,1.6,3,"Illa de Arousa, A",m36901,dontshow
Córdoba,14,19,17.4,1.6,3,Moriles,m14045,dontshow
Cuenca,16,19.5,17.9,1.6,2,Villamayor de Santiago,m16249,dontshow
Badajoz,6,21.2,19.6,1.6,3,"Zarza, La",m6162,dontshow
Cáceres,10,21.2,19.6,1.6,3,Logrosán,m10109,dontshow
Cáceres,10,22.5,20.9,1.6,2,Aliseda,m10018,dontshow
Lugo,27,22.7,21.1,1.6,2,Quiroga,m27050,dontshow
"La Rioja",26,24.4,22.8,1.6,2,Fuenmayor,m26064,dontshow
Cáceres,10,25.5,23.9,1.6,2,Villanueva de la Vera,m10212,dontshow
Córdoba,14,26.7,25.1,1.6,4,Belalcázar,m14008,dontshow
"Illes Balears,",7,27,25.4,1.6,3,Alaró,m7001,dontshow
Almería,4,29.8,28.2,1.6,2,Dalías,m4038,dontshow
Asturias,33,30.6,29,1.6,4,Soto del Barco,m33069,dontshow
Lleida,25,33.3,31.7,1.6,2,Alfarràs,m25013,dontshow
Bizkaia,48,35.1,33.5,1.6,2,Urduliz,m48089,dontshow
Barcelona,8,38.1,36.5,1.6,3,Puig-reig,m8175,dontshow
Ourense,32,10.3,8.8,1.5,2,Vilardevós,m32091,dontshow
Valencia,46,15.3,13.8,1.5,2,Chella,m46107,dontshow
Córdoba,14,18.2,16.7,1.5,2,Cañete de las Torres,m14014,dontshow
Lugo,27,18.4,16.9,1.5,2,Pol,m27046,dontshow
Castellón,12,18.5,17,1.5,3,Altura,m12012,dontshow
Alicante,3,19.6,18.1,1.5,2,Rafal,m3109,dontshow
Valladolid,47,20.1,18.6,1.5,2,Portillo,m47122,dontshow
Almería,4,22.5,21,1.5,3,Fiñana,m4045,dontshow
Albacete,2,23,21.5,1.5,2,Alcaraz,m2008,dontshow
Cantabria,39,23.4,21.9,1.5,2,Castañeda,m39019,dontshow
Valencia,46,25,23.5,1.5,2,Daimús,m46113,dontshow
Toledo,45,27.4,25.9,1.5,3,Argés,m45016,dontshow
Badajoz,6,29.4,27.9,1.5,2,"Albuera, La",m6005,dontshow
León,24,29.6,28.1,1.5,2,San Justo de la Vega,m24148,dontshow
Jaén,23,10.9,9.5,1.4,2,Jimena,m23052,dontshow
Badajoz,6,12.8,11.4,1.4,3,Monterrubio de la Serena,m6087,dontshow
Badajoz,6,14.9,13.5,1.4,3,Herrera del Duque,m6063,dontshow
Badajoz,6,15.3,13.9,1.4,2,Casas de Don Pedro,m6033,dontshow
Sevilla,41,15.7,14.3,1.4,2,"Corrales, Los",m41037,dontshow
Toledo,45,16.7,15.3,1.4,2,Noblejas,m45115,dontshow
Málaga,29,17.3,15.9,1.4,2,Almargen,m29010,dontshow
"A Coruña",15,20.6,19.2,1.4,2,Frades,m15038,dontshow
Valladolid,47,21.2,19.8,1.4,2,Pedrajas de San Esteban,m47112,dontshow
Sevilla,41,22.9,21.5,1.4,2,Peñaflor,m41074,dontshow
Almería,4,24.8,23.4,1.4,2,Láujar de Andarax,m4057,dontshow
Pontevedra,36,26,24.6,1.4,2,Catoira,m36010,dontshow
Toledo,45,27.2,25.8,1.4,2,Borox,m45021,dontshow
Segovia,40,34.2,32.8,1.4,2,Palazuelos de Eresma,m40155,dontshow
Barcelona,8,34.8,33.4,1.4,2,"Palma de Cervelló, La",m8905,dontshow
Barcelona,8,37.1,35.7,1.4,2,Cabrera de Mar,m8029,dontshow
Jaén,23,10.8,9.5,1.3,2,Campillo de Arenas,m23019,dontshow
Jaén,23,11.4,10.1,1.3,2,Jamilena,m23051,dontshow
Toledo,45,13.8,12.5,1.3,4,Villafranca de los Caballeros,m45187,dontshow
Córdoba,14,14.1,12.8,1.3,2,Cardeña,m14016,dontshow
Toledo,45,16.8,15.5,1.3,2,Urda,m45177,dontshow
Pontevedra,36,17.8,16.5,1.3,3,Rodeiro,m36047,dontshow
Pontevedra,36,18.7,17.4,1.3,3,Arbo,m36001,dontshow
Jaén,23,19.8,18.5,1.3,2,Orcera,m23065,dontshow
Huelva,21,20.2,18.9,1.3,2,Santa Olalla del Cala,m21069,dontshow
Granada,18,20.5,19.2,1.3,2,Cogollos de la Vega,m18050,dontshow
Ávila,5,21.1,19.8,1.3,2,"Hoyo de Pinares, El",m5102,dontshow
Ciudad Real,13,21.7,20.4,1.3,3,Viso del Marqués,m13098,dontshow
León,24,24.3,23,1.3,2,Santa María del Páramo,m24157,dontshow
Granada,18,24.9,23.6,1.3,2,Benamaurel,m18029,dontshow
Ourense,32,24.9,23.6,1.3,2,Maceda,m32043,dontshow
Huelva,21,25.2,23.9,1.3,2,Villarrasa,m21077,dontshow
"A Coruña",15,26.7,25.4,1.3,3,San Sadurniño,m15076,dontshow
Cáceres,10,28.4,27.1,1.3,2,Jarandilla de la Vera,m10105,dontshow
Zaragoza,50,28.7,27.4,1.3,2,Calatorao,m50068,dontshow
Almería,4,29.5,28.2,1.3,2,Pechina,m4074,dontshow
Toledo,45,30.1,28.8,1.3,2,Recas,m45145,dontshow
Ávila,5,35.2,33.9,1.3,2,Sotillo de la Adrada,m5240,dontshow
Girona,17,37,35.7,1.3,3,Anglès,m17008,dontshow
Gipuzkoa,20,37.1,35.8,1.3,3,Astigarraga,m20903,dontshow
Gipuzcoa,20,37.1,35.8,1.3,3,Astigarraga,m20903,dontshow
Teruel,44,39.7,38.4,1.3,2,Monreal del Campo,m44153,dontshow
Ciudad Real,13,13.3,12.1,1.2,3,Villahermosa,m13089,dontshow
Jaén,23,15.3,14.1,1.2,2,Ibros,m23046,dontshow
Lugo,27,15.8,14.6,1.2,2,Samos,m27055,dontshow
Lugo,27,16.8,15.6,1.2,2,Alfoz,m27002,dontshow
Cáceres,10,19.5,18.3,1.2,2,Almoharín,m10020,dontshow
"Illes Balears,",7,19.8,18.6,1.2,2,Vilafranca de Bonany,m7065,dontshow
Badajoz,6,22.3,21.1,1.2,3,Santa Amalia,m6120,dontshow
Málaga,29,22.7,21.5,1.2,2,Valle de Abdalajís,m29093,dontshow
Lleida,25,24.3,23.1,1.2,2,Seròs,m25204,dontshow
Cáceres,10,24.9,23.7,1.2,2,Madroñera,m10113,dontshow
Girona,17,31.4,30.2,1.2,2,Breda,m17027,dontshow
Asturias,33,31.4,30.2,1.2,2,Boal,m33007,dontshow
"La Rioja",26,31.5,30.3,1.2,2,Pradejón,m26117,dontshow
Madrid,28,31.5,30.3,1.2,2,Valdetorres de Jarama,m28164,dontshow
