provincianombre,provincia,maxabs,minabs,brecha.sc,count.sc,municipio,zona
Guadalajara,19,44.4,21.5,22.9,59,Guadalajara,19130
Madrid,28,47.2,24.3,22.9,118,Fuenlabrada,28058
Barcelona,8,58.4,35.5,22.9,28,Gavà,8089
Castellón/Castelló,12,42.3,19.3,23,24,Borriana/Burriana,12032
Asturias,33,51.4,28.4,23,70,Avilés,33004
Alicante,3,42.6,19.5,23.1,9,Castalla,3053
Madrid,28,45.8,22.7,23.1,44,Majadahonda,28080
Murcia,30,50,26.9,23.1,9,"Alcázares, Los",30902
Madrid,28,48.8,25.6,23.2,132,Móstoles,28092
"Palmas, Las",35,50.8,27.6,23.2,67,Telde,35026
Zamora,49,53.8,30.6,23.2,15,Benavente,49021
Barcelona,8,58.9,35.7,23.2,70,Cornellà de Llobregat,8073
Málaga,29,59.4,36.2,23.2,10,Nerja,29075
Almería,4,67.2,44,23.2,49,"Ejido, El",4902
Murcia,30,53.6,30.3,23.3,26,Alcantarilla,30005
Málaga,29,61.2,37.9,23.3,38,Fuengirola,29054
Girona,17,57.9,34.5,23.4,4,Maçanet de la Selva,17103
Córdoba,14,37.7,14.2,23.5,7,Fuente Palmera,14030
Girona,17,61.2,37.7,23.5,14,Lloret de Mar,17095
Alicante,3,48.8,25.2,23.6,16,Mutxamel,3090
Córdoba,14,49.6,26,23.6,14,Baena,14007
Cádiz,11,67.3,43.7,23.6,45,Sanlúcar de Barrameda,11032
Alicante,3,53,29.3,23.7,11,Jávea/Xàbia,3082
Murcia,30,53.2,29.5,23.7,19,San Pedro del Pinatar,30036
Albacete,2,53.3,29.5,23.8,20,Hellín,2037
"Balears, Illes",7,55.6,31.8,23.8,4,Sant Lluís,7052
Lleida,25,56.2,32.4,23.8,2,Alcoletge,25012
Cádiz,11,56.9,33.1,23.8,16,Barbate,11007
"Coruña, A",15,54.5,30.6,23.9,184,"Coruña, A",15030
Barcelona,8,61.9,38,23.9,42,Rubí,8184
Toledo,45,43.5,19.5,24,61,Toledo,45168
Alicante,3,44.7,20.7,24,19,Aspe,3019
Barcelona,8,54.8,30.8,24,20,Sant Vicenç dels Horts,8263
Girona,17,66.3,42.3,24,26,Figueres,17066
Cantabria,39,51.5,27.4,24.1,21,Castro-Urdiales,39020
Barcelona,8,61.1,37,24.1,8,Canet de Mar,8040
Madrid,28,44,19.8,24.2,120,Alcorcón,28007
Ciudad Real,13,52.9,28.7,24.2,24,Tomelloso,13082
"Balears, Illes",7,61,36.7,24.3,10,Alcúdia,7003
Murcia,30,56,31.6,24.4,34,Cieza,30019
Jaén,23,37.2,12.6,24.6,9,Alcaudete,23003
Almería,4,43.2,18.6,24.6,4,Pulpí,4075
Araba/Álava,1,51.4,26.7,24.7,187,Vitoria-Gasteiz,1059
Valencia/Valéncia,46,48.6,23.8,24.8,53,Torrent,46244
Madrid,28,46.5,21.6,24.9,140,Leganés,28074
Girona,17,58.3,33.4,24.9,4,Vidreres,17213
Jaén,23,60.9,36,24.9,39,Linares,23055
Sevilla,41,49.5,24.2,25.3,15,Mairena del Alcor,41058
Barcelona,8,62.6,37.3,25.3,29,Esplugues de Llobregat,8077
Santa Cruz de Tenerife,38,40.2,14.8,25.4,9,Santa Úrsula,38039
Palencia,34,51.9,26.5,25.4,64,Palencia,34120
Alicante,3,51.7,26.2,25.5,8,Pilar de la Horadada,3902
Castellón/Castelló,12,47.7,22.1,25.6,11,Almazora/Almassora,12009
"Coruña, A",15,51.2,25.6,25.6,22,Ribeira,15073
Ciudad Real,13,40.3,14.6,25.7,23,Alcázar de San Juan,13005
Alicante,3,46.2,20.5,25.7,21,Crevillent,3059
"Balears, Illes",7,57,31.2,25.8,21,Llucmajor,7031
Cádiz,11,62.6,36.8,25.8,68,San Fernando,11031
Madrid,28,47.5,21.6,25.9,65,Alcobendas,28006
"Balears, Illes",7,59.2,33.2,26,3,"Mercadal, Es",7037
Madrid,28,46.7,20.5,26.2,51,Pozuelo de Alarcón,28115
Alicante,3,52.8,26.5,26.3,18,Santa Pola,3121
Madrid,28,49.8,23.4,26.4,77,Torrejón de Ardoz,28148
"Palmas, Las",35,59.5,33.1,26.4,10,Teguise,35024
Tarragona,43,61.2,34.8,26.4,11,Calafell,43037
Madrid,28,46.8,20.3,26.5,41,Rivas-Vaciamadrid,28123
"Rioja, La",26,50.6,24.1,26.5,104,Logroño,26089
"Palmas, Las",35,54.3,27.8,26.5,22,Puerto del Rosario,35017
"Palmas, Las",35,51.9,25.3,26.6,39,Santa Lucía de Tirajana,35022
Alicante,3,53.6,26.8,26.8,41,Elda,3066
Sevilla,41,59.5,32.7,26.8,24,"Rinconada, La",41081
Alicante,3,53.9,27,26.9,8,"Alfàs del Pi, l'",3011
Castellón/Castelló,12,50.5,23.5,27,106,Castellón de la Plana/Castelló de la Plana,12040
Murcia,30,50.5,23.5,27,69,Lorca,30024
Córdoba,14,63.1,36.1,27,22,Puente Genil,14056
Cádiz,11,67.3,40.3,27,52,Chiclana de la Frontera,11015
Santa Cruz de Tenerife,38,56.6,29.5,27.1,107,San Cristóbal de La Laguna,38023
Cádiz,11,58.4,31.3,27.1,13,"Barrios, Los",11008
Málaga,29,55.5,28.3,27.2,47,Vélez-Málaga,29094
Madrid,28,44.9,17.6,27.3,114,Getafe,28065
Barcelona,8,57.1,29.7,27.4,13,Berga,8022
Sevilla,41,67.4,40,27.4,81,Dos Hermanas,41038
Jaén,23,37.8,10.2,27.6,4,"Guardia de Jaén, La",23038
Murcia,30,56.3,28.7,27.6,21,Mazarrón,30026
"Palmas, Las",35,63.1,35.2,27.9,6,Tías,35028
Alicante,3,48.2,20.2,28,172,Elche/Elx,3065
Badajoz,6,52.6,24.6,28,41,Mérida,6083
"Balears, Illes",7,68.6,40.6,28,16,Santa Eulalia del Río,7054
Madrid,28,47.2,19,28.2,51,San Sebastián de los Reyes,28134
Valencia/Valéncia,46,51.5,23.3,28.2,15,Llíria,46147
Santa Cruz de Tenerife,38,54.7,26.4,28.3,4,Santiago del Teide,38040
Badajoz,6,42.9,14.4,28.5,26,Don Benito,6044
Alicante,3,60.3,31.8,28.5,45,Benidorm,3031
Cádiz,11,64.5,35.8,28.7,30,Puerto Real,11028
Ciudad Real,13,59,30.2,28.8,40,Puertollano,13071
Santa Cruz de Tenerife,38,55.4,26.4,29,20,Puerto de la Cruz,38028
Cádiz,11,69.3,40.2,29.1,48,"Línea de la Concepción, La",11022
Tarragona,43,60.4,31,29.4,12,Vila-seca,43171
Girona,17,65.5,36.1,29.4,11,Roses,17152
Barcelona,8,63.2,33.6,29.6,192,"Hospitalet de Llobregat, L'",8101
Valencia/Valéncia,46,50.9,21.2,29.7,10,Carlet,46085
"Balears, Illes",7,64.5,34.8,29.7,13,Sant Josep de sa Talaia,7048
Jaén,23,58.1,28.1,30,87,Jaén,23050
Málaga,29,62.5,32.3,30.2,30,Benalmádena,29025
Barcelona,8,63.9,33.7,30.2,99,Santa Coloma de Gramenet,8245
Girona,17,61.8,31.5,30.3,61,Girona,17079
Tarragona,43,54.8,24.2,30.6,24,Tortosa,43155
Murcia,30,61.9,31.3,30.6,23,San Javier,30035
Cáceres,10,53.1,22.4,30.7,71,Cáceres,10037
Tarragona,43,62.9,32.2,30.7,83,Tarragona,43148
Asturias,33,55.9,25.1,30.8,181,Oviedo,33044
Almería,4,56.2,25.4,30.8,9,Vera,4100
"Palmas, Las",35,63,32.2,30.8,275,"Palmas de Gran Canaria, Las",35016
Ceuta,51,74.3,43.4,30.9,54,Ceuta,51001
Cádiz,11,69.6,38.5,31.1,82,Algeciras,11004
Barcelona,8,62.1,30.9,31.2,152,Sabadell,8187
Valladolid,47,52.8,21.4,31.4,266,Valladolid,47186
Alicante,3,54.5,22.9,31.6,7,"Nucia, la",3094
Alicante,3,59.4,27.8,31.6,7,Calp,3047
"Balears, Illes",7,60.5,28.9,31.6,25,Calvià,7011
Alicante,3,50.7,18.8,31.9,7,Guardamar del Segura,3076
"Palmas, Las",35,59.9,28,31.9,6,Yaiza,35034
Santa Cruz de Tenerife,38,60.8,28.9,31.9,24,Granadilla de Abona,38017
Alicante,3,57,25,32,23,Villena,3140
"Balears, Illes",7,58.4,26.4,32,24,Manacor,7033
Sevilla,41,66.2,33.9,32.3,47,Alcalá de Guadaíra,41004
Córdoba,14,54.3,21.7,32.6,27,Lucena,14038
Málaga,29,66.1,33.5,32.6,75,Marbella,29069
Navarra,31,51.8,19.1,32.7,137,Pamplona/Iruña,31201
"Palmas, Las",35,53.4,20.5,32.9,10,Mogán,35012
"Palmas, Las",35,60.9,27.6,33.3,9,"Oliva, La",35014
Huelva,21,68.4,35,33.4,107,Huelva,21041
Málaga,29,55.1,21.5,33.6,4,Almogía,29011
Barcelona,8,67.2,33.6,33.6,39,Vilanova i la Geltrú,8307
Alicante,3,59.9,25.5,34.4,19,"Villajoyosa/Vila Joiosa, la",3139
Valencia/Valéncia,46,55.8,21.3,34.5,41,Sagunto/Sagunt,46220
Málaga,29,60.9,26.4,34.5,8,Torrox,29091
Tarragona,43,58.6,24,34.6,8,Mont-roig del Camp,43092
Barcelona,8,61.8,27.1,34.7,137,Terrassa,8279
Alicante,3,65.2,30.3,34.9,6,Benissa,3041
Tarragona,43,60.5,25.4,35.1,66,Reus,43123
Bizkaia,48,64.9,29.7,35.2,281,Bilbao,48020
Almería,4,57.5,22.2,35.3,2,Serón,4083
Santa Cruz de Tenerife,38,67.2,31.7,35.5,164,Santa Cruz de Tenerife,38038
Barcelona,8,72.5,36.9,35.6,24,Sant Adrià de Besòs,8194
Málaga,29,50.5,14.5,36,3,Casares,29041
Gipuzkoa,20,65.4,29.3,36.1,18,Arrasate/Mondragón,20055
Gipuzcoa,20,65.4,29.3,36.1,18,Arrasate/Mondragón,20055
Madrid,28,58.4,22.1,36.3,125,Alcalá de Henares,28005
Sevilla,41,64.5,28.1,36.4,34,Utrera,41095
Santa Cruz de Tenerife,38,66.6,30,36.6,7,San Miguel de Abona,38035
Badajoz,6,61,23.8,37.2,106,Badajoz,6015
Barcelona,8,74.1,36.9,37.2,40,"Prat de Llobregat, El",8169
Málaga,29,63.6,26,37.6,28,Mijas,29070
Toledo,45,53.5,15.7,37.8,61,Talavera de la Reina,45165
Pontevedra,36,63.9,25.9,38,244,Vigo,36057
Zaragoza,50,58.5,20.3,38.2,491,Zaragoza,50297
Málaga,29,67.9,29.7,38.2,34,Estepona,29051
"Balears, Illes",7,68.5,29.9,38.6,8,Pollença,7042
Valencia/Valéncia,46,61.7,23,38.7,47,Paterna,46190
Madrid,28,71.4,32.7,38.7,11,Ciempozuelos,28040
Valencia/Valéncia,46,49,9.6,39.4,599,Valencia,46250
Alicante,3,66.7,27.3,39.4,33,Torrevieja,3133
Málaga,29,56.9,17.2,39.7,5,Manilva,29068
Lleida,25,70,30.2,39.8,81,Lleida,25120
Sevilla,41,66.9,26.9,40,21,Carmona,41024
"Balears, Illes",7,71,30.7,40.3,252,Palma,7040
Alicante,3,71.6,30.9,40.7,4,Teulada,3128
Murcia,30,60.5,19.2,41.3,389,Murcia,30030
"Palmas, Las",35,62.5,21.1,41.4,26,San Bartolomé de Tirajana,35019
"Balears, Illes",7,58.6,16.8,41.8,4,Muro,7039
Barcelona,8,66,24.1,41.9,1068,Barcelona,8019
Alicante,3,67.4,25.2,42.2,42,Orihuela,3099
Santa Cruz de Tenerife,38,75.6,33.3,42.3,33,Arona,38006
Alicante,3,63.4,21,42.4,2,San Fulgencio,3118
Almería,4,73.3,30.8,42.5,129,Almería,4013
"Balears, Illes",7,68.1,25.3,42.8,5,Sant Llorenç des Cardassar,7051
Alicante,3,64,20.9,43.1,4,Rojales,3113
León,24,70,25.8,44.2,2,Cistierna,24056
Albacete,2,66.2,21.9,44.3,117,Albacete,2003
Córdoba,14,67.8,23.1,44.7,249,Córdoba,14021
Granada,18,73.4,28.5,44.9,185,Granada,18087
"Palmas, Las",35,64.8,19.8,45,11,Pájara,35015
Valencia/Valéncia,46,67.2,22.2,45,14,Albal,46007
Murcia,30,70.6,25.6,45,186,Cartagena,30016
"Palmas, Las",35,67.5,22,45.5,5,Antigua,35003
Barcelona,8,72,24.6,47.4,146,Badalona,8015
Santa Cruz de Tenerife,38,78.8,30.9,47.9,18,Adeje,38001
Alicante,3,71,21,50,244,Alicante/Alacant,3014
Málaga,29,81.9,29.6,52.3,433,Málaga,29067
Cádiz,11,68.6,9.5,59.1,159,Jerez de la Frontera,11020
Cádiz,11,99.1,38.4,60.7,64,"Puerto de Santa María, El",11027
Sevilla,41,86.5,24.6,61.9,532,Sevilla,41091
Almería,4,98.4,19.5,78.9,5,Olula del Río,4069
